text,label
"Joint Large-Scale Motion Estimation and Image Reconstruction. This article describes the implementation of the joint motion estimation and
image reconstruction framework presented by Burger, Dirks and Sch\""onlieb and
extends this framework to large-scale motion between consecutive image frames.
The variational framework uses displacements between consecutive frames based
on the optical flow approach to improve the image reconstruction quality on the
one hand and the motion estimation quality on the other. The energy functional
consists of a data-fidelity term with a general operator that connects the
input sequence to the solution, it has a total variation term for the image
sequence and is connected to the underlying flow using an optical flow term.
Additional spatial regularity for the flow is modeled by a total variation
regularizer for both components of the flow. The numerical minimization is
performed in an alternating manner using primal-dual techniques. The resulting
schemes are presented as pseudo-code together with a short numerical
evaluation.","65K10,65M06,68U10,I.4; G.1.6; G.4,cs.CV,math.OC"
"Large-Scale Extended Granger Causality for Classification of Marijuana Users From Functional MRI. It has been shown in the literature that marijuana use is associated with
changes in brain network connectivity. We propose large-scale Extended Granger
Causality (lsXGC) and investigate whether it can capture such changes using
resting-state fMRI. This method combines dimension reduction with source
time-series augmentation and uses predictive time-series modeling for
estimating directed causal relationships among fMRI time-series. It is a
multivariate approach, since it is capable of identifying the interdependence
of time-series in the presence of all other time-series of the underlying
dynamic system. Here, we investigate whether this model can serve as a
biomarker for classifying marijuana users from typical controls using 126 adult
subjects with a childhood diagnosis of ADHD from the Addiction Connectome
Preprocessed Initiative (ACPI) database. We use brain connections estimated by
lsXGC as features for classification. After feature extraction, we perform
feature selection by Kendall's-tau rank correlation coefficient followed by
classification using a support vector machine. As a reference method, we
compare our results with cross-correlation, which is typically used in the
literature as a standard measure of functional connectivity. Within a
cross-validation scheme of 100 different training/test (90%/10%) data splits,
we obtain a mean accuracy range of [0.714, 0.985] and a mean Area Under the
receiver operating characteristic Curve (AUC) range of [0.779, 0.999] across
all tested numbers of features for lsXGC, which is significantly better than
results obtained with cross-correlation, namely mean accuracy of [0.728, 0.912]
and mean AUC of [0.825, 0.969]. Our results suggest the applicability of lsXGC
as a potential biomarker for marijuana use.","cs.CE,cs.LG,eess.IV"
"SoilingNet: Soiling Detection on Automotive Surround-View Cameras. Cameras are an essential part of sensor suite in autonomous driving.
Surround-view cameras are directly exposed to external environment and are
vulnerable to get soiled. Cameras have a much higher degradation in performance
due to soiling compared to other sensors. Thus it is critical to accurately
detect soiling on the cameras, particularly for higher levels of autonomous
driving. We created a new dataset having multiple types of soiling namely
opaque and transparent. It will be released publicly as part of our WoodScape
dataset \cite{yogamani2019woodscape} to encourage further research. We
demonstrate high accuracy using a Convolutional Neural Network (CNN) based
architecture. We also show that it can be combined with the existing object
detection task in a multi-task learning framework. Finally, we make use of
Generative Adversarial Networks (GANs) to generate more images for data
augmentation and show that it works successfully similar to the style transfer.","cs.AI,cs.CV,cs.LG,cs.RO,stat.ML"
"Quantitative stability of optimal transport maps and linearization of the 2-Wasserstein space. This work studies an explicit embedding of the set of probability measures
into a Hilbert space, defined using optimal transport maps from a reference
probability density. This embedding linearizes to some extent the 2-Wasserstein
space, and enables the direct use of generic supervised and unsupervised
learning algorithms on measure data. Our main result is that the embedding is
(bi-)H\""older continuous, when the reference density is uniform over a convex
set, and can be equivalently phrased as a dimension-independent
H\""older-stability results for optimal transport maps.","cs.LG,cs.NA,math.MG,math.NA,stat.ML"
"GrADE: A graph based data-driven solver for time-dependent nonlinear partial differential equations. The physical world is governed by the laws of physics, often represented in
form of nonlinear partial differential equations (PDEs). Unfortunately,
solution of PDEs is non-trivial and often involves significant computational
time. With recent developments in the field of artificial intelligence and
machine learning, the solution of PDEs using neural network has emerged as a
domain with huge potential. However, most of the developments in this field are
based on either fully connected neural networks (FNN) or convolutional neural
networks (CNN). While FNN is computationally inefficient as the number of
network parameters can be potentially huge, CNN necessitates regular grid and
simpler domain. In this work, we propose a novel framework referred to as the
Graph Attention Differential Equation (GrADE) for solving time dependent
nonlinear PDEs. The proposed approach couples FNN, graph neural network, and
recently developed Neural ODE framework. The primary idea is to use graph
neural network for modeling the spatial domain, and Neural ODE for modeling the
temporal domain. The attention mechanism identifies important inputs/features
and assign more weightage to the same; this enhances the performance of the
proposed framework. Neural ODE, on the other hand, results in constant memory
cost and allows trading of numerical precision for speed. We also propose depth
refinement as an effective technique for training the proposed architecture in
lesser time with better accuracy. The effectiveness of the proposed framework
is illustrated using 1D and 2D Burgers' equations. Results obtained illustrate
the capability of the proposed framework in modeling PDE and its scalability to
larger domains without the need for retraining.","cs.LG,physics.comp-ph,stat.ML"
"Symmetry-Aware Actor-Critic for 3D Molecular Design. Automating molecular design using deep reinforcement learning (RL) has the
potential to greatly accelerate the search for novel materials. Despite recent
progress on leveraging graph representations to design molecules, such methods
are fundamentally limited by the lack of three-dimensional (3D) information. In
light of this, we propose a novel actor-critic architecture for 3D molecular
design that can generate molecular structures unattainable with previous
approaches. This is achieved by exploiting the symmetries of the design process
through a rotationally covariant state-action representation based on a
spherical harmonics series expansion. We demonstrate the benefits of our
approach on several 3D molecular design tasks, where we find that building in
such symmetries significantly improves generalization and the quality of
generated molecules.","cs.LG,physics.chem-ph,stat.ML"
"Finding Effective Security Strategies through Reinforcement Learning and Self-Play. We present a method to automatically find security strategies for the use
case of intrusion prevention. Following this method, we model the interaction
between an attacker and a defender as a Markov game and let attack and defense
strategies evolve through reinforcement learning and self-play without human
intervention. Using a simple infrastructure configuration, we demonstrate that
effective security strategies can emerge from self-play. This shows that
self-play, which has been applied in other domains with great success, can be
effective in the context of network security. Inspection of the converged
policies show that the emerged policies reflect common-sense knowledge and are
similar to strategies of humans. Moreover, we address known challenges of
reinforcement learning in this domain and present an approach that uses
function approximation, an opponent pool, and an autoregressive policy
representation. Through evaluations we show that our method is superior to two
baseline methods but that policy convergence in self-play remains a challenge.","cs.CR,cs.LG,cs.NI,stat.ML"
"A New Unbiased and Efficient Class of LSH-Based Samplers and Estimators for Partition Function Computation in Log-Linear Models. Log-linear models are arguably the most successful class of graphical models
for large-scale applications because of their simplicity and tractability.
Learning and inference with these models require calculating the partition
function, which is a major bottleneck and intractable for large state spaces.
Importance Sampling (IS) and MCMC-based approaches are lucrative. However, the
condition of having a ""good"" proposal distribution is often not satisfied in
practice.
  In this paper, we add a new dimension to efficient estimation via sampling.
We propose a new sampling scheme and an unbiased estimator that estimates the
partition function accurately in sub-linear time. Our samples are generated in
near-constant time using locality sensitive hashing (LSH), and so are
correlated and unnormalized. We demonstrate the effectiveness of our proposed
approach by comparing the accuracy and speed of estimating the partition
function against other state-of-the-art estimation techniques including IS and
the efficient variant of Gumbel-Max sampling. With our efficient sampling
scheme, we accurately train real-world language models using only 1-2% of
computations.","cs.DB,cs.DS,cs.LG,stat.ML"
"Fundamental Limits of Deep Graph Convolutional Networks. Graph convolutional networks (GCNs) are a widely used method for graph
representation learning. To elucidate the capabilities and limitations of GCNs,
we investigate their power, as a function of their number of layers, to
distinguish between different random graph models (corresponding to different
class-conditional distributions in a classification problem) on the basis of
the embeddings of their sample graphs. In particular, the graph models that we
consider arise from graphons, which are the most general possible
parameterizations of infinite exchangeable graph models and which are the
central objects of study in the theory of dense graph limits. We give a precise
characterization of the set of pairs of graphons that are indistinguishable by
a GCN with nonlinear activation functions coming from a certain broad class if
its depth is at least logarithmic in the size of the sample graph. This
characterization is in terms of a degree profile closeness property. Outside
this class, a very simple GCN architecture suffices for distinguishability. We
then exhibit a concrete, infinite class of graphons arising from stochastic
block models that are well-separated in terms of cut distance and are
indistinguishable by a GCN. These results theoretically match empirical
observations of several prior works. To prove our results, we exploit a
connection to random walks on graphs. Finally, we give empirical results on
synthetic and real graph classification datasets, indicating that
indistinguishable graph distributions arise in practice.","cs.IT,cs.LG,math.IT,math.PR,stat.ML"
"A survey on natural language processing (nlp) and applications in insurance. Text is the most widely used means of communication today. This data is
abundant but nevertheless complex to exploit within algorithms. For years,
scientists have been trying to implement different techniques that enable
computers to replicate some mechanisms of human reading. During the past five
years, research disrupted the capacity of the algorithms to unleash the value
of text data. It brings today, many opportunities for the insurance
industry.Understanding those methods and, above all, knowing how to apply them
is a major challenge and key to unleash the value of text data that have been
stored for many years. Processing language with computer brings many new
opportunities especially in the insurance sector where reports are central in
the information used by insurers. SCOR's Data Analytics team has been working
on the implementation of innovative tools or products that enable the use of
the latest research on text analysis. Understanding text mining techniques in
insurance enhances the monitoring of the underwritten risks and many processes
that finally benefit policyholders.This article proposes to explain
opportunities that Natural Language Processing (NLP) are providing to
insurance. It details different methods used today in practice traces back the
story of them. We also illustrate the implementation of certain methods using
open source libraries and python codes that we have developed to facilitate the
use of these techniques.After giving a general overview on the evolution of
text mining during the past few years,we share about how to conduct a full
study with text mining and share some examples to serve those models into
insurance products or services. Finally, we explained in more details every
step that composes a Natural Language Processing study to ensure the reader can
have a deep understanding on the implementation.","cs.CL,cs.LG,stat.ML"
"Anomaly Detection using Deep Learning based Image Completion. Automated surface inspection is an important task in many manufacturing
industries and often requires machine learning driven solutions. Supervised
approaches, however, can be challenging, since it is often difficult to obtain
large amounts of labeled training data. In this work, we instead perform
one-class unsupervised learning on fault-free samples by training a deep
convolutional neural network to complete images whose center regions are cut
out. Since the network is trained exclusively on fault-free data, it completes
the image patches with a fault-free version of the missing image region. The
pixel-wise reconstruction error within the cut out region is an anomaly image
which can be used for anomaly detection. Results on surface images of decorated
plastic parts demonstrate that this approach is suitable for detection of
visible anomalies and moreover surpasses all other tested methods.","68T45,cs.CV"
"DFTerNet: Towards 2-bit Dynamic Fusion Networks for Accurate Human Activity Recognition. Deep Convolutional Neural Networks (DCNNs) are currently popular in human
activity recognition applications. However, in the face of modern artificial
intelligence sensor-based games, many research achievements cannot be
practically applied on portable devices. DCNNs are typically resource-intensive
and too large to be deployed on portable devices, thus this limits the
practical application of complex activity detection. In addition, since
portable devices do not possess high-performance Graphic Processing Units
(GPUs), there is hardly any improvement in Action Game (ACT) experience.
Besides, in order to deal with multi-sensor collaboration, all previous human
activity recognition models typically treated the representations from
different sensor signal sources equally. However, distinct types of activities
should adopt different fusion strategies. In this paper, a novel scheme is
proposed. This scheme is used to train 2-bit Convolutional Neural Networks with
weights and activations constrained to {-0.5,0,0.5}. It takes into account the
correlation between different sensor signal sources and the activity types.
This model, which we refer to as DFTerNet, aims at producing a more reliable
inference and better trade-offs for practical applications. Our basic idea is
to exploit quantization of weights and activations directly in pre-trained
filter banks and adopt dynamic fusion strategies for different activity types.
Experiments demonstrate that by using dynamic fusion strategy can exceed the
baseline model performance by up to ~5% on activity recognition like
OPPORTUNITY and PAMAP2 datasets. Using the quantization method proposed, we
were able to achieve performances closer to that of full-precision counterpart.
These results were also verified using the UniMiB-SHAR dataset. In addition,
the proposed method can achieve ~9x acceleration on CPUs and ~11x memory
saving.","cs.AI,cs.CV,cs.HC,cs.LG,stat.ML"
"COUnty aggRegation mixup AuGmEntation (COURAGE) COVID-19 Prediction. The global spread of COVID-19, the disease caused by the novel coronavirus
SARS-CoV-2, has cast a significant threat to mankind. As the COVID-19 situation
continues to evolve, predicting localized disease severity is crucial for
advanced resource allocation. This paper proposes a method named COURAGE
(COUnty aggRegation mixup AuGmEntation) to generate a short-term prediction of
2-week-ahead COVID-19 related deaths for each county in the United States,
leveraging modern deep learning techniques. Specifically, our method adopts a
self-attention model from Natural Language Processing, known as the transformer
model, to capture both short-term and long-term dependencies within the time
series while enjoying computational efficiency. Our model fully utilizes
publicly available information of COVID-19 related confirmed cases, deaths,
community mobility trends and demographic information, and can produce
state-level prediction as an aggregation of the corresponding county-level
predictions. Our numerical experiments demonstrate that our model achieves the
state-of-the-art performance among the publicly available benchmark models.","cs.LG,stat.AP"
"Probabilistic Permutation Synchronization using the Riemannian Structure of the Birkhoff Polytope. We present an entirely new geometric and probabilistic approach to
synchronization of correspondences across multiple sets of objects or images.
In particular, we present two algorithms: (1) Birkhoff-Riemannian L-BFGS for
optimizing the relaxed version of the combinatorially intractable cycle
consistency loss in a principled manner, (2) Birkhoff-Riemannian Langevin Monte
Carlo for generating samples on the Birkhoff Polytope and estimating the
confidence of the found solutions. To this end, we first introduce the very
recently developed Riemannian geometry of the Birkhoff Polytope. Next, we
introduce a new probabilistic synchronization model in the form of a Markov
Random Field (MRF). Finally, based on the first order retraction operators, we
formulate our problem as simulating a stochastic differential equation and
devise new integrators. We show on both synthetic and real datasets that we
achieve high quality multi-graph matching results with faster convergence and
reliable confidence/uncertainty estimates.","cs.CV,cs.GR,cs.LG,cs.NA,cs.RO"
"DLBricks: Composable Benchmark Generation to Reduce Deep Learning Benchmarking Effort on CPUs (Extended). The past few years have seen a surge of applying Deep Learning (DL) models
for a wide array of tasks such as image classification, object detection,
machine translation, etc. While DL models provide an opportunity to solve
otherwise intractable tasks, their adoption relies on them being optimized to
meet latency and resource requirements. Benchmarking is a key step in this
process but has been hampered in part due to the lack of representative and
up-to-date benchmarking suites. This is exacerbated by the fast-evolving pace
of DL models.
  This paper proposes DLBricks, a composable benchmark generation design that
reduces the effort of developing, maintaining, and running DL benchmarks on
CPUs. DLBricks decomposes DL models into a set of unique runnable networks and
constructs the original model's performance using the performance of the
generated benchmarks. DLBricks leverages two key observations: DL layers are
the performance building blocks of DL models and layers are extensively
repeated within and across DL models. Since benchmarks are generated
automatically and the benchmarking time is minimized, DLBricks can keep
up-to-date with the latest proposed models, relieving the pressure of selecting
representative DL models. Moreover, DLBricks allows users to represent
proprietary models within benchmark suites. We evaluate DLBricks using $50$
MXNet models spanning $5$ DL tasks on $4$ representative CPU systems. We show
that DLBricks provides an accurate performance estimate for the DL models and
reduces the benchmarking time across systems (e.g. within $95\%$ accuracy and
up to $4.4\times$ benchmarking time speedup on Amazon EC2 c5.xlarge).","cs.LG,cs.PF,cs.SE,stat.ML"
"Logic-based Clustering and Learning for Time-Series Data. To effectively analyze and design cyberphysical systems (CPS), designers
today have to combat the data deluge problem, i.e., the burden of processing
intractably large amounts of data produced by complex models and experiments.
In this work, we utilize monotonic Parametric Signal Temporal Logic (PSTL) to
design features for unsupervised classification of time series data. This
enables using off-the-shelf machine learning tools to automatically cluster
similar traces with respect to a given PSTL formula. We demonstrate how this
technique produces interpretable formulas that are amenable to analysis and
understanding using a few representative examples. We illustrate this with case
studies related to automotive engine testing, highway traffic analysis, and
auto-grading massively open online courses.","cs.LG,cs.LO"
"Deep Learning Framework Applied for Predicting Anomaly of Respiratory Sounds. This paper proposes a robust deep learning framework used for classifying
anomaly of respiratory cycles. Initially, our framework starts with front-end
feature extraction step. This step aims to transform the respiratory input
sound into a two-dimensional spectrogram where both spectral and temporal
features are well presented. Next, an ensemble of C- DNN and Autoencoder
networks is then applied to classify into four categories of respiratory
anomaly cycles. In this work, we conducted experiments over 2017 Internal
Conference on Biomedical Health Informatics (ICBHI) benchmark dataset. As a
result, we achieve competitive performances with ICBHI average score of 0.49,
ICBHI harmonic score of 0.42.","cs.CV,cs.LG,cs.SD,eess.AS"
"Attention-Based Learning on Molecular Ensembles. The three-dimensional shape and conformation of small-molecule ligands are
critical for biomolecular recognition, yet encoding 3D geometry has not
improved ligand-based virtual screening approaches. We describe an end-to-end
deep learning approach that operates directly on small-molecule conformational
ensembles and identifies key conformational poses of small-molecules. Our
networks leverage two levels of representation learning: 1) individual
conformers are first encoded as spatial graphs using a graph neural network,
and 2) sampled conformational ensembles are represented as sets using an
attention mechanism to aggregate over individual instances. We demonstrate the
feasibility of this approach on a simple task based on bidentate coordination
of biaryl ligands, and show how attention-based pooling can elucidate key
conformational poses in tasks based on molecular geometry. This work
illustrates how set-based learning approaches may be further developed for
small molecule-based virtual screening.","cs.LG,physics.chem-ph"
"Boosting Template-based SSVEP Decoding by Cross-domain Transfer Learning. Objective: This study aims to establish a generalized transfer-learning
framework for boosting the performance of steady-state visual evoked potential
(SSVEP)-based brain-computer interfaces (BCIs) by leveraging cross-domain data
transferring. Approach: We enhanced the state-of-the-art template-based SSVEP
decoding through incorporating a least-squares transformation (LST)-based
transfer learning to leverage calibration data across multiple domains
(sessions, subjects, and EEG montages). Main results: Study results verified
the efficacy of LST in obviating the variability of SSVEPs when transferring
existing data across domains. Furthermore, the LST-based method achieved
significantly higher SSVEP-decoding accuracy than the standard task-related
component analysis (TRCA)-based method and the non-LST naive transfer-learning
method. Significance: This study demonstrated the capability of the LST-based
transfer learning to leverage existing data across subjects and/or devices with
an in-depth investigation of its rationale and behavior in various
circumstances. The proposed framework significantly improved the SSVEP decoding
accuracy over the standard TRCA approach when calibration data are limited. Its
performance in calibration reduction could facilitate plug-and-play SSVEP-based
BCIs and further practical applications.","cs.LG,eess.SP"
"Multiresolution Graph Variational Autoencoder. In this paper, we propose Multiresolution Graph Networks (MGN) and
Multiresolution Graph Variational Autoencoders (MGVAE) to learn and generate
graphs in a multiresolution and equivariant manner. At each resolution level,
MGN employs higher order message passing to encode the graph while learning to
partition it into mutually exclusive clusters and coarsening into a lower
resolution. MGVAE constructs a hierarchical generative model based on MGN to
variationally autoencode the hierarchy of coarsened graphs. Our proposed
framework is end-to-end permutation equivariant with respect to node ordering.
Our methods have been successful with several generative tasks including link
prediction on citation graphs, unsupervised molecular representation learning
to predict molecular properties, molecular generation, general graph generation
and graph-based image generation.","cs.LG,cs.SI,physics.chem-ph"
"Adversarial Robustness Guarantees for Random Deep Neural Networks. The reliability of deep learning algorithms is fundamentally challenged by
the existence of adversarial examples, which are incorrectly classified inputs
that are extremely close to a correctly classified input. We explore the
properties of adversarial examples for deep neural networks with random weights
and biases, and prove that for any $p\ge1$, the $\ell^p$ distance of any given
input from the classification boundary scales as one over the square root of
the dimension of the input times the $\ell^p$ norm of the input. The results
are based on the recently proved equivalence between Gaussian processes and
deep neural networks in the limit of infinite width of the hidden layers, and
are validated with experiments on both random deep neural networks and deep
neural networks trained on the MNIST and CIFAR10 datasets. The results
constitute a fundamental advance in the theoretical understanding of
adversarial examples, and open the way to a thorough theoretical
characterization of the relation between network architecture and robustness to
adversarial perturbations.","cond-mat.dis-nn,cs.LG,math-ph,math.MP,quant-ph,stat.ML"
"Deep Leakage from Gradients. Exchanging gradients is a widely used method in modern multi-node machine
learning system (e.g., distributed training, collaborative learning). For a
long time, people believed that gradients are safe to share: i.e., the training
data will not be leaked by gradient exchange. However, we show that it is
possible to obtain the private training data from the publicly shared
gradients. We name this leakage as Deep Leakage from Gradient and empirically
validate the effectiveness on both computer vision and natural language
processing tasks. Experimental results show that our attack is much stronger
than previous approaches: the recovery is pixel-wise accurate for images and
token-wise matching for texts. We want to raise people's awareness to rethink
the gradient's safety. Finally, we discuss several possible strategies to
prevent such deep leakage. The most effective defense method is gradient
pruning.","cs.CR,cs.LG,stat.ML"
"A Pilot Study on Visually Stimulated Cognitive Tasks for EEG-Based Dementia Recognition. In the status quo, dementia is yet to be cured. Precise diagnosis prior to
the onset of the symptoms can prevent the rapid progression of the emerging
cognitive impairment. Recent progress has shown that Electroencephalography
(EEG) is the promising and cost-effective test to facilitate the detection of
neurocognitive disorders. However, most of the existing works have been using
only resting-state EEG. The efficiencies of EEG signals from various cognitive
tasks, for dementia classification, have yet to be thoroughly investigated. In
this study, we designed four cognitive tasks that engage different cognitive
performances: attention, working memory, and executive function. We
investigated these tasks by using statistical analysis on both time and
frequency domains of EEG signals from three classes of human subjects: Dementia
(DEM), Mild Cognitive Impairment (MCI), and Normal Control (NC). We also
further evaluated the classification performances of two features extraction
methods: Principal Component Analysis (PCA) and Filter Bank Common Spatial
Pattern (FBCSP). We found that the working memory related tasks yielded good
performances for dementia recognition in both cases using PCA and FBCSP.
Moreover, FBCSP with features combination from four tasks revealed the best
sensitivity of 0.87 and the specificity of 0.80. To our best knowledge, this is
the first work that concurrently investigated several cognitive tasks for
dementia recognition using both statistical analysis and classification scores.
Our results yielded essential information to design and aid in conducting
further experimental tasks to early diagnose dementia patients.","cs.LG,eess.SP,q-bio.NC"
"Behavior Mimics Distribution: Combining Individual and Group Behaviors for Federated Learning. Federated Learning (FL) has become an active and promising distributed
machine learning paradigm. As a result of statistical heterogeneity, recent
studies clearly show that the performance of popular FL methods (e.g., FedAvg)
deteriorates dramatically due to the client drift caused by local updates. This
paper proposes a novel Federated Learning algorithm (called IGFL), which
leverages both Individual and Group behaviors to mimic distribution, thereby
improving the ability to deal with heterogeneity. Unlike existing FL methods,
our IGFL can be applied to both client and server optimization. As a
by-product, we propose a new attention-based federated learning in the server
optimization of IGFL. To the best of our knowledge, this is the first time to
incorporate attention mechanisms into federated optimization. We conduct
extensive experiments and show that IGFL can significantly improve the
performance of existing federated learning methods. Especially when the
distributions of data among individuals are diverse, IGFL can improve the
classification accuracy by about 13% compared with prior baselines.","cs.CV,cs.DC,cs.LG"
"A short note on the decision tree based neural turing machine. Turing machine and decision tree have developed independently for a long
time. With the recent development of differentiable models, there is an
intersection between them. Neural turing machine(NTM) opens door for the memory
network. It use differentiable attention mechanism to read/write external
memory bank. Differentiable forest brings differentiable properties to
classical decision tree. In this short note, we show the deep connection
between these two models. That is: differentiable forest is a special case of
NTM. Differentiable forest is actually decision tree based neural turing
machine. Based on this deep connection, we propose a response augmented
differential forest (RaDF). The controller of RaDF is differentiable forest,
the external memory of RaDF are response vectors which would be read/write by
leaf nodes.","cs.AI,cs.LG,cs.NE"
"Deep Snapshot HDR Imaging Using Multi-Exposure Color Filter Array. In this paper, we propose a deep snapshot high dynamic range (HDR) imaging
framework that can effectively reconstruct an HDR image from the RAW data
captured using a multi-exposure color filter array (ME-CFA), which consists of
a mosaic pattern of RGB filters with different exposure levels. To effectively
learn the HDR image reconstruction network, we introduce the idea of luminance
normalization that simultaneously enables effective loss computation and input
data normalization by considering relative local contrasts in the
""normalized-by-luminance"" HDR domain. This idea makes it possible to equally
handle the errors in both bright and dark areas regardless of absolute
luminance levels, which significantly improves the visual image quality in a
tone-mapped domain. Experimental results using two public HDR image datasets
demonstrate that our framework outperforms other snapshot methods and produces
high-quality HDR images with fewer visual artifacts.","cs.CV,cs.GR,eess.IV"
"subgraph2vec: Learning Distributed Representations of Rooted Sub-graphs from Large Graphs. In this paper, we present subgraph2vec, a novel approach for learning latent
representations of rooted subgraphs from large graphs inspired by recent
advancements in Deep Learning and Graph Kernels. These latent representations
encode semantic substructure dependencies in a continuous vector space, which
is easily exploited by statistical models for tasks such as graph
classification, clustering, link prediction and community detection.
subgraph2vec leverages on local information obtained from neighbourhoods of
nodes to learn their latent representations in an unsupervised fashion. We
demonstrate that subgraph vectors learnt by our approach could be used in
conjunction with classifiers such as CNNs, SVMs and relational data clustering
algorithms to achieve significantly superior accuracies. Also, we show that the
subgraph vectors could be used for building a deep learning variant of
Weisfeiler-Lehman graph kernel. Our experiments on several benchmark and
large-scale real-world datasets reveal that subgraph2vec achieves significant
improvements in accuracies over existing graph kernels on both supervised and
unsupervised learning tasks. Specifically, on two realworld program analysis
tasks, namely, code clone and malware detection, subgraph2vec outperforms
state-of-the-art kernels by more than 17% and 4%, respectively.","cs.AI,cs.CR,cs.LG,cs.SE"
"ImageNet-trained CNNs are biased towards texture; increasing shape bias improves accuracy and robustness. Convolutional Neural Networks (CNNs) are commonly thought to recognise
objects by learning increasingly complex representations of object shapes. Some
recent studies suggest a more important role of image textures. We here put
these conflicting hypotheses to a quantitative test by evaluating CNNs and
human observers on images with a texture-shape cue conflict. We show that
ImageNet-trained CNNs are strongly biased towards recognising textures rather
than shapes, which is in stark contrast to human behavioural evidence and
reveals fundamentally different classification strategies. We then demonstrate
that the same standard architecture (ResNet-50) that learns a texture-based
representation on ImageNet is able to learn a shape-based representation
instead when trained on ""Stylized-ImageNet"", a stylized version of ImageNet.
This provides a much better fit for human behavioural performance in our
well-controlled psychophysical lab setting (nine experiments totalling 48,560
psychophysical trials across 97 observers) and comes with a number of
unexpected emergent benefits such as improved object detection performance and
previously unseen robustness towards a wide range of image distortions,
highlighting advantages of a shape-based representation.","cs.AI,cs.CV,cs.LG,q-bio.NC,stat.ML"
"RobustSleepNet: Transfer learning for automated sleep staging at scale. Sleep disorder diagnosis relies on the analysis of polysomnography (PSG)
records. As a preliminary step of this examination, sleep stages are
systematically determined. In practice, sleep stage classification relies on
the visual inspection of 30-second epochs of polysomnography signals. Numerous
automatic approaches have been developed to replace this tedious and expensive
task. Although these methods demonstrated better performance than human sleep
experts on specific datasets, they remain largely unused in sleep clinics. The
main reason is that each sleep clinic uses a specific PSG montage that most
automatic approaches cannot handle out-of-the-box. Moreover, even when the PSG
montage is compatible, publications have shown that automatic approaches
perform poorly on unseen data with different demographics. To address these
issues, we introduce RobustSleepNet, a deep learning model for automatic sleep
stage classification able to handle arbitrary PSG montages. We trained and
evaluated this model in a leave-one-out-dataset fashion on a large corpus of 8
heterogeneous sleep staging datasets to make it robust to demographic changes.
When evaluated on an unseen dataset, RobustSleepNet reaches 97% of the F1 of a
model explicitly trained on this dataset. Hence, RobustSleepNet unlocks the
possibility to perform high-quality out-of-the-box automatic sleep staging with
any clinical setup. We further show that finetuning RobustSleepNet, using a
part of the unseen dataset, increases the F1 by 2% when compared to a model
trained specifically for this dataset. Therefore, finetuning might be used to
reach a state-of-the-art level of performance on a specific population.","cs.LG,eess.SP,stat.ML"
"Geometric-Algebra LMS Adaptive Filter and its Application to Rotation Estimation. This paper exploits Geometric (Clifford) Algebra (GA) theory in order to
devise and introduce a new adaptive filtering strategy. From a least-squares
cost function, the gradient is calculated following results from Geometric
Calculus (GC), the extension of GA to handle differential and integral
calculus. The novel GA least-mean-squares (GA-LMS) adaptive filter, which
inherits properties from standard adaptive filters and from GA, is developed to
recursively estimate a rotor (multivector), a hypercomplex quantity able to
describe rotations in any dimension. The adaptive filter (AF) performance is
assessed via a 3D point-clouds registration problem, which contains a rotation
estimation step. Calculating the AF computational complexity suggests that it
can contribute to reduce the cost of a full-blown 3D registration algorithm,
especially when the number of points to be processed grows. Moreover, the
employed GA/GC framework allows for easily applying the resulting filter to
estimating rotors in higher dimensions.","cs.CG,cs.CV"
"Empirical Studies on Symbolic Aggregation Approximation Under Statistical Perspectives for Knowledge Discovery in Time Series. Symbolic Aggregation approXimation (SAX) has been the de facto standard
representation methods for knowledge discovery in time series on a number of
tasks and applications. So far, very little work has been done in empirically
investigating the intrinsic properties and statistical mechanics in SAX words.
In this paper, we applied several statistical measurements and proposed a new
statistical measurement, i.e. information embedding cost (IEC) to analyze the
statistical behaviors of the symbolic dynamics. Our experiments on the
benchmark datasets and the clinical signals demonstrate that SAX can always
reduce the complexity while preserving the core information embedded in the
original time series with significant embedding efficiency. Our proposed IEC
score provide a priori to determine if SAX is adequate for specific dataset,
which can be generalized to evaluate other symbolic representations. Our work
provides an analytical framework with several statistical tools to analyze,
evaluate and further improve the symbolic dynamics for knowledge discovery in
time series.","cs.IT,cs.LG,math.IT"
"Economy Statistical Recurrent Units For Inferring Nonlinear Granger Causality. Granger causality is a widely-used criterion for analyzing interactions in
large-scale networks. As most physical interactions are inherently nonlinear,
we consider the problem of inferring the existence of pairwise Granger
causality between nonlinearly interacting stochastic processes from their time
series measurements. Our proposed approach relies on modeling the embedded
nonlinearities in the measurements using a component-wise time series
prediction model based on Statistical Recurrent Units (SRUs). We make a case
that the network topology of Granger causal relations is directly inferrable
from a structured sparse estimate of the internal parameters of the SRU
networks trained to predict the processes$'$ time series measurements. We
propose a variant of SRU, called economy-SRU, which, by design has considerably
fewer trainable parameters, and therefore less prone to overfitting. The
economy-SRU computes a low-dimensional sketch of its high-dimensional hidden
state in the form of random projections to generate the feedback for its
recurrent processing. Additionally, the internal weight parameters of the
economy-SRU are strategically regularized in a group-wise manner to facilitate
the proposed network in extracting meaningful predictive features that are
highly time-localized to mimic real-world causal events. Extensive experiments
are carried out to demonstrate that the proposed economy-SRU based time series
prediction model outperforms the MLP, LSTM and attention-gated CNN-based time
series models considered previously for inferring Granger causality.","cs.LG,eess.SP,stat.AP,stat.ME,stat.ML"
